Auction ID/CIN/LLPIN,Bank/Organisation Name,Location-City/District/address,_Auction date,_Last Date of EMD Submission,_Reserve Price,EMD Amount,Nature of Assets,Details URL,Auction Notice URL,Source
L24232DL1992PLC227186,Surya Pharmaceutical Ltd,Samba (Jammu),08-05-2025,06-05-2025,1070000000.0,107000000.0,Land & Building and Plant & Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1744122179_7740.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-08-195259-zaou2-30cc543a76a53d90e3c96ede242364eb.pdf,IBBI_Auctions
U23109WB2003PLC097375,BHARAT NRE COKE LTD,"Kutch, Gujarat",25-04-2025,23-04-2025,24300000.0,2430000.0,16.107 acre of agricultural land,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1744098463_7739.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/48471cfba4dcf6ec2511a96e9f59c6de.pdf,IBBI_Auctions
U74999TG1992PLC014388,GVK INDUSTRIES LIMITED,"Jegurupadu, Rajamahendravaram, East Godavari Dt., Andhra Pradesh.",28-04-2025,25-04-2025,540000000.0,54000000.0,"Plant & Machinery and Power Plant Buildings: All the plant & machinery comprising mainly of i) 148.85 MW Alstom (GT13E2 DUAL FUEL) Gas turbine; ii) 80MW Alstom (NE33AA triple pressure) steam turbine and iii) other equipment, electrical, fittings, inventory, stores, furniture & fixtures and Buildings of Phase-II Gas based power plant having capacity of 220 MW situated at Jegurupadu, Rajamahendravaram, East Godavari Dt., Andhra Pradesh.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1744002441_7726.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b5e5be19dfeafb257a819dabf9201fc9.pdf,IBBI_Auctions
L74899DL1990PLC041985,Tecpro Systems Limited,Meja Urja Uttar Pradesh,16-04-2025,14-04-2025,38000.0,3230000.0,steel scrap materials,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1744027872_7736.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b40557b32b6c2b30bd71c849acd2cf2d.pdf,IBBI_Auctions
U01119MH2005PTC245062,Datta Krupa Roller Flour Mill Private Limited,"Plot No. C, 32-34 MIDC Parbhani, Parbhani - 431401, Maharashtra, India",21-04-2025,19-04-2025,30375000.0,3037500.0,"A. Sale of Corporate Debtor as a going concern (Under Regulation 32(e) of Liquidation Regulations, 2016) B. Land, Building, Plant & Machinery located at Plot No. C, 32-34 MIDC Parbhani, Parbhani - 431401, Maharashtra, India",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743920459_7716.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/a45d91d1e593e33b549f9c6de9c347c8.pdf,IBBI_Auctions
U22219WB1955PTC022547,HINDUSTHAN SMALL TOOLS PVT LTD,"Kolkata, West Bengal",08-05-2025,06-05-2025,64690000.0,6469000.0,"Sale of Corporate Debtor as going concern in accordance with clause(e) of Regulation 32, Regulation 32A of IBBI (Liquidation Process) Regulations, 2016 excluding Certain Assets as specified in E-auction Process Information Document",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743828507_7720.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/07242c97579ac6463e3b68062b4eca55.pdf,IBBI_Auctions
U22219WB1955PTC022547,HINDUSTHAN SMALL TOOLS PVT LTD,"Kolkata, West Bengal",08-05-2025,06-05-2025,64690000.0,6469000.0,"Lot-2:Part of Ground Floor having super built up area of 11,084 square feet more or less of Block A & B situated at 1458 Garia Main Road, Ward No. 29, District-South 24 Parganas, Kolkata, West Bengal. Lot-3:Entire First Floor having super built up area of 13,565 square feet more or less of Block A & B situated at 1458 Garia Main Road, Ward No. 29, District-South 24 Parganas, Kolkata, West Bengal Lot-4:All that First-Floor measuring 2386 square feet more or less built-up area in Block D situated at 1458 Garia Main Road, Ward No. 29, District-South 24 Parganas, Kolkata, West Bengal. Lot-5:Entire Second Floor measuring 5123 square feet more or less built-up area in Block D situated at 1458 Garia Main Road, Ward No. 29, District-South 24 Parganas, Kolkata, West Bengal. Lot-6:Entire Third Floor measuring 5123 square feet more or less built-up area in Block D situated at 1458 Garia Main Road, Ward No. 29, District-South 24 Parganas, Kolkata,West Bengal. Lot-7:Entire Fourth Floor measuring 5123 square feet more or less built-up area in Block D situated at 1458 Garia Main Road, Ward No. 29, District- South 24 Parganas, Kolkata, West Bengal",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743828764_7721.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-05-102244-vwpem-07242c97579ac6463e3b68062b4eca55.pdf,IBBI_Auctions
U45209AP2010PTC070675,ISR Infra Pvt Ltd,"Paradesipalem Village, Visakhapatnam Rural, Madhurawada Sub-District, Visakhapatnam District, Andhra Pradesh",28-04-2025,25-04-2025,111640000.0,11164000.0,"Document No: 4326/2010: Industrial cum residential land and ACC sheds under GVMC limit in an extent of 2844 square yards along with 3825 square feet ACC shed covered by Sy. No:159/1, 115/2 & 115/3 Paradesipalem Village, Visakhapatnam Rural, Madhurawada Sub-District, Visakhapatnam District, Andhra Pradesh - bounded by North: Rasta (Land in Sy. No:117), South: Land belongs to H. Bhaskar Rao, East: 40’ wide road and West: Site belonging to the Corporate Debtor Document No: 4327/2010: Industrial cum residential vacant land, under GVMC limit in an extent of 3059 square yards, covered by Sy. No:159/1, 115/1, 115/2 & 115/3 Paradesipalem Village, Visakhapatnam Rural, Madhurawada Sub-District, Visakhapatnam District, Andhra Pradesh - bounded by North: Rasta (Land in Sy. No:117), South: Land belongs to H. Bhaskar Rao, East: Site belonging to Corporate Debtor and West: Gedda",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743846768_7722.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/d890cf6a01f3268a9d48be88a5fd23da.pdf,IBBI_Auctions
U45209AP2010PTC070675,ISR Infra Pvt Ltd,"Kothavalasa Panchayat, Kothavalasa Registry, Vijayanagaram District, Andhra Pradesh",28-04-2025,25-04-2025,166941000.0,16694000.0,"Document No: 157/2015: Vacant land, in an extent of 6146.80 square yards, covered by Sy. No: 141/3A, Ward No: 8, Near Southern Road to Gidijala. D.No: 8-110 of Kothavalasa Panchayat, Kothavalasa Registry, Vijayanagaram District - bounded by North: Road leading from Gidijala connecting Kothavalasa to Vijayanagaram Road, South: Land belongs to Gorapally family, East: Veerasagaram Gedda, and West: Dry Land in Sy. No: 141/2A. and Document No: 139/2015: Vacant land, in an extent of 7744 square yards, covered by Sy. No: 141/1A, Ward No: 8, Near ZP High School, D. No: 8-110 of Kothavalasa Panchayat, Kothavalasa Sub-Registry, Vijayanagaram District - bounded by North: Road leading from Gidijala connecting Kothavalasa to Vijayanagaram Road, South: Dry Land belongs to Gorapally family, East: Dry Land in Sy. No: 141/2A, and West: Kothavalasa to Vijayanagaram Road.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743847009_7723.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-05-152649-sv950-d890cf6a01f3268a9d48be88a5fd23da.pdf,IBBI_Auctions
U63090DL2006PTC152804,LARK LOGISTICS PRIVATE LIMITED,Mumbai,26-04-2025,24-04-2025,17000000.0,1700000.0,Office of CD,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743847896_7724.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-05-154136-azcm2-39c058991a0d362113118f2df9e3d2a9.pdf,IBBI_Auctions
AAF6086,Madhur Nourishment Products LLP,Maharashtra,08-05-2025,05-05-2025,8707814.0,870000.0,Plant and Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743860951_7725.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/f01d0d51d37024a54f581f877fd18f21.pdf,IBBI_Auctions
U45200BR1974SGC001146,Bihar State Construction Corporation Limited,"1) Water Resource Department, Beda Colony Sasaram, Bihar 2) Khwaja Imali, Anishabad, Patna, Bihar: 800002 3) Water Resource Department, Anisabad-2, Patna 4) Saudh Bhawan Parisad, Khagoul, Patna",30-04-2025,18-04-2025,450000.0,45000.0,Building Structures (Sasaram & Patna) Plant & Machinery Furniture & fixtures,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743734508_7715.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/14297d54d93f5bb6bbb473233ee73bbb.pdf,IBBI_Auctions
L36911MH1986PLC040689,GITANJALI GEMS LTD,Mumbai,09-05-2025,07-05-2025,0.0,8292000.0,"The Liquidator in Consultation with the Committee members has proposed to sale the assets of the Corporate Debtor. The Reserve price for Option A to E is not calculated as it contains silver so the reserve price of the precious inventory (Silver) will be declared on the date of auction and Reserve Price for Option F to H is Rs. 70,45,196/-.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743744992_7717.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/25e3118875782d258be21ba479113601.pdf,IBBI_Auctions
U55101KL2009PTC024173,MOONRIVER RESORTS PRIVATE LIMITED,"Near Munnar, Pallivasal village, Devikulam Taluk in Idukki District, Kerala",05-05-2025,30-04-2025,68931000.0,6893100.0,Land Property and partially constructed resort building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743747600_7718.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/83984925319f3cb709a4b0a641974491.pdf,IBBI_Auctions
U74999DL2007PLC160162,Moser Baer Solar Limited,"Plot No. 66B, Udyog Vihar, Greater Noida, Uttar Pradesh-201306.",08-04-2025,07-04-2025,269700000.0,25000000.0,Sale of the corporate debtor as a going concern alternatively all assets of corporate debtor collectively including NRRA,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743760078_7719.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/f7622c03b5018a73dc03a52543793960.pdf,IBBI_Auctions
U40101TG1997PLC037013,M/s KONASEEMA GAS POWER LIMITED,"Plant Situated at Devarapalli Village, Ravulapalem Mandal, Dr. B. R. Ambedkar Konaseema Dist. Andhra Pradesh -533223",23-04-2025,21-04-2025,2276100000.0,50000000.0,"445 MW Natural Gas based Combined Cycle Power Plant (P&M) comprising of 2 Gas Turbines (Siemens, V94.2)–139.44 MW each + 2 HRSG + 1 Steam Turbine (LMZ, Russia) – 166.60 MW, Land around 128.16 Acres (including road, pipe area, APTRANSCO towers area) and Factory Buildings & all other equipment at plant site.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743657037_7696.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/5a5db05ebec54e4420a46add7c91ab07.pdf,IBBI_Auctions
U40101TG1997PLC037013,M/s KONASEEMA GAS POWER LIMITED,"Land around 5.80 Acres Kotha Peta Village, abutting power plant land Sy nos. 7/1, 6/2B, 6/3B, 7/4 Kotha Peta. and 36/2, Devarapalli village. at Ravulapalem Md. Dr. B. R. Ambedkar Konaseema Dist. Andhra Pradesh",23-04-2025,21-04-2025,94500000.0,9450000.0,"Land around 5.80 Acres Kotha Peta Village, abutting power plant land Sy nos. 7/1, 6/2B, 6/3B, 7/4 Kotha Peta. and 36/2, Devarapalli village.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743657184_7697.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-104304-9tf7n-5a5db05ebec54e4420a46add7c91ab07.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Udupi, Villuupuram, Panruti",24-04-2025,21-04-2025,139000000.0,13900000.0,"""(Asset Set -1) Sale of Corporate Debtor as going Concern INCLUDING non-core assets (under Regulation 32(e) read with Regulation 32A) of Liquidation Process Regulations""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743688955_7698.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Udupi, Villuupuram, Panruti",24-04-2025,21-04-2025,112000000.0,11200000.0,(Asset Set 2) Sale of Corporate Debtor as going concern EXCLUDING non-core assets (under Regulation 32(e) read with Regulation 32A) of Liquidation Process Regulations,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743688985_7699.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-145442-928fz-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Karnataka",24-04-2025,21-04-2025,13000000.0,1300000.0,"(Asset Set 3) Sale of Commercial plot situated in Marakada Village, Mangaluru Taluk",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689004_7700.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-145616-dptjo-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Karkala, Karnataka",24-04-2025,21-04-2025,10300000.0,1030000.0,"(Asset Set 4) Sale of Commercial plot situated at Nitte Village of Karkala Talluk""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689144_7701.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-145711-igzsk-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Shakti Nagar, Mangaluru, Karnataka",24-04-2025,21-04-2025,8800000.0,880000.0,"(Asset Set 5) Sale of Plant and Machinery at leased premises together with a Vehicle located Kulshekar,, Shakti Nagar, Mangaluru, Karnatak",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689164_7702.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-145846-nj9q7-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Villupuram, Tamil Nadu",24-04-2025,21-04-2025,10100000.0,1010000.0,"(Asset Set 6) Sale of Plant and Machinery at leased premises located Gingee Road, Thiruvamathur Village, Vikravandi Taluk,Villupuram, Tamil Nadu",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689322_7703.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150036-qot3y-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Panruti, Cuddalore District Tamil Nadu",24-04-2025,21-04-2025,4800000.0,480000.0,"(Asset Set 7) Sale of Movable Assets- Plant and Machinery together with Vehicles located at Kattandikuppam, Panruti,Cuddalore District Tamil Nadu",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689337_7704.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150139-fltkj-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Baikampady, Mangaluru Karnataka",25-04-2025,21-04-2025,31900000.0,3190000.0,"(Asset Set 8)Sale of Industrial Property at Industrial Area, Baikampady, Mangaluru Karnataka together with building, plant and machinery, furniture & fixtures.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689362_7705.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150247-ax76s-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk, Karnataka",25-04-2025,21-04-2025,29700000.0,2970000.0,"(Asset Set 9) Sale of Industrial Property at Kolalgiri, Uppoor Village, Udupi Taluk, Karnataka together with building, plant and machinery, furniture & fixtures, and vehicles""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689381_7706.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150346-btqhp-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Baikampady, Mangaluru Karnataka",25-04-2025,21-04-2025,2000000.0,200000.0,"(Asset Set 10) Sale of Machinery and movable Assets at Industrial Area, Baikampady, Mangaluru Karnataka""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689397_7707.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150446-dyqh1-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk, Karnataka",25-04-2025,21-04-2025,5000000.0,500000.0,"(Asset Set 11 ) Sale of Machineries, furniture & and movable Assets situated at Kolalgiri, Uppoor Village, Udupi Taluk, Karnataka""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689417_7708.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150536-ftry8-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Baikampady, Mangaluru, Karnataka",25-04-2025,21-04-2025,30000000.0,3000000.0,"(Asset Set 12) Sale of Immovable Assets (Land & Building) situated at Industrial Area, Baikampady, Mangaluru, Karnataka""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689432_7709.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150636-58ojk-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk , Karnataka",25-04-2025,21-04-2025,24800000.0,2480000.0,"(Asset Set 13) Sale of Immovable Assets (Land and Building) situated at Kolalgiri, Uppoor Village, Udupi Taluk , Karnataka""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743689476_7710.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-150724-jbv98-435d968267100a23a320120f5f5862b1.pdf,IBBI_Auctions
U74210AS2007PTC008539,Nayak Infrastructure Private Limited,"Rajtali, MIZORAM",02-05-2025,30-04-2025,11283422.0,1128342.0,"LOT 1-Old and Non-Operational Construction and material handling Equipment, Motor Vehicles (condemned) and scrap",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743681254_7711.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/cceb5d8136d0afc21a34ad7e0c99cf0f.pdf,IBBI_Auctions
U17120MH1990PTC057006,DEX-VIN POLYMERS PRIVATE LIMITED,"1. SP Talange Indutarial Estate, Forest Naka, Chikloli MIDC, Ambernath 421501 2. N-114, Tarapur Industrial Estate, MIDC, Tarapur, Boisar near Pioneer Industries, Dist Palghar 401506",25-04-2025,23-04-2025,11078000.0,1107800.0,1. Eight (8) number of Galas 2. Tata Tempo SFC 709/38,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743674046_7712.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/9085a7135516813807cf96445ba3a169.pdf,IBBI_Auctions
U74210AS2007PTC008539,Nayak Infrastructure Private Limited,"Dungarpur, RAJASTHAN",02-05-2025,30-04-2025,3325198.0,332520.0,"LOT 2- Motor Vehicles (condemned) lying at Dungarpur, RAJASTHAN",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743681200_7713.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-03-152835-zyam1-cceb5d8136d0afc21a34ad7e0c99cf0f.pdf,IBBI_Auctions
U15139RJ2013PTC041247,SHREEOM PRIME FOODS PRIVATE LIMITED,"Khasra no. 655/7 at Village Khara, Bikaner measuring 4552 sq.mtr.",02-05-2025,30-04-2025,3991500.0,399150.0,Vacant Industrial Land with Boundary Wall,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743683739_7714.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b1e6970414ce6f3e686109b4ed76e18a.pdf,IBBI_Auctions
U70100MH2006PTC184784,TURNING POINT ESTATES PRIVATE LIMITED,"Assets of Turning Point Estates Pvt Ltd (Corporate Debtor) including all that piece and parcel of land & Building situated at khasra No. 19, 21/1, 22 (area 02 Kanals & 15 Marlas), Khasra No. 22/20 (area 03 Kanals & 03 Marlas), Khasra No. 22/21/1 (area 03 Kanals 15 Marlas), Khasra No. 11/02 , 20.12, , 12, 23, 21/1, 18, 19, 22, 21/1, 19, 22 (area 27 Kanals 01 Marlas), Khasra No. 22/18, 22/23, 26/3/2 (area 03 Kanals 09 Marlas having total area of 40 Kanals 03 Marlas) together with all construction building affixed thereon i.e. total land area being 4.6584 acres / 18,851.85 sq. mtrs and building construction area being 74,191.04 sq mtrs, (Commercial property abutting NH-21, Chandigarh – Kharar Road, situated at Village bud Majra, NH-21, Near Balongi Sales Tax Barriers, SAS Nagar, Mohali, (Punjab)",02-05-2025,30-04-2025,810000000.0,40500000.0,"Assets of Turning Point Estates Pvt Ltd (Corporate Debtor) including all that piece and parcel of land & Building situated at khasra No. 19, 21/1, 22 (area 02 Kanals & 15 Marlas), Khasra No. 22/20 (area 03 Kanals & 03 Marlas), Khasra No. 22/21/1 (area 03 Kanals 15 Marlas), Khasra No. 11/02 , 20.12, , 12, 23, 21/1, 18, 19, 22, 21/1, 19, 22 (area 27 Kanals 01 Marlas), Khasra No. 22/18, 22/23, 26/3/2 (area 03 Kanals 09 Marlas having total area of 40 Kanals 03 Marlas) together with all construction building affixed thereon i.e. total land area being 4.6584 acres / 18,851.85 sq. mtrs and building construction area being 74,191.04 sq mtrs, (Commercial property abutting NH-21, Chandigarh – Kharar Road, situated at Village bud Majra, NH-21, Near Balongi Sales Tax Barriers, SAS Nagar, Mohali, (Punjab)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743582905_7694.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/e167619e03cf2dfbc965d9673f8f3b0d.pdf,IBBI_Auctions
U28112MH2006PLC285982,MAN TUBINOX LIMITED,"Plot No: 847, Industrial Area No. 3. Pithampura, Dist: Dhar State, Madhya Pradesh 454774.",24-04-2025,21-04-2025,92700000.0,4635000.0,Sale of Corporate Debtor on a going concern basis,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743588342_7695.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-04-02-151904-u2rjw-ab063e3d191554b06a874864a903628b.pdf,IBBI_Auctions
U17120MH1990PTC057006,DEX-VIN POLYMERS PRIVATE LIMITED,The assets are NRRA (not ready realisable assets for PUFF Transactions) for which application is filed Under section 43 to 66.,17-04-2025,15-04-2025,10000000.0,10000000.0,Not ready realisable assets,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743493882_7690.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/d9f65cddf57ab3693177a48acba9f751.pdf,IBBI_Auctions
U74999DL2007PLC160162,Moser Baer Solar Limited,"Plot No. 66B, Udyog Vihar, Greater Noida, UP",04-04-2025,02-04-2025,269700000.0,25000000.0,Sale as a going concern and alternatively all assets of the corporate debtor,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743485279_7691.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/f13e5d31a4a37462efb6328d4e84a26e.pdf,IBBI_Auctions
U27109TZ1995PTC005862,SRI PADMABALAJI STEELS PRIVATE LIMITED,"459/460, Masandipalayam Karakoundampalayam Post, Annur Avinashi TK Tamil Nadu– 641 697",02-05-2025,30-04-2025,1190000.0,119000.0,Sale of set of assets - AUTOMOBILES / VEHICLES,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743492173_7692.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/33ef2ef34a512b8ca7c36e5f7ff4eabe.pdf,IBBI_Auctions
U74899DL1991PTC044879,Stan Autos Private Limited,Sherpur Chowk Ludhiana and Sahnewal Ludhiana.,26-04-2025,24-04-2025,34000000.0,3400000.0,"Sale of the Corproate Debtor as a going concern including Assets, Structures amd porperties owned by CD witout Land ownership.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743503453_7693.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/c8d5164a481e6c6ef8440bc6253b701e.pdf,IBBI_Auctions
U74140HR2015PTC056243,Hambro Tech India Private Limited,,24-04-2025,21-04-2025,25000.0,2500.0,"EOIs are being invited for assignment of following Not Readily Realizable Assets (hereinafter referred to as ""NRRA"") • Transaction Application under Section 66 of IBC, 2016, read with Rule 11 of NCLT Rules, 2016 (IA No. 684 (CH)2024), pending before the Hon’ble NCLT, Chandigarh Bench-I amounting to Rs. 12,00,04,373. • Financial assets, including trade receivables, loans, and advances, totaling ?5,29,63,602 as per the available books of accounts of the Corporate Debtor dated 31.03.2019",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743419008_7677.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/a594f8cc1fdacc63a8ffb1b7c3e6963a.pdf,IBBI_Auctions
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,24-04-2025,21-04-2025,31508829.0,3150000.0,Non-current investments except Akul Securities Pvt Ltd,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743242638_7679.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/72fd02608da7e2ea8caeda575e6cd02a.pdf,IBBI_Auctions
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,24-04-2025,21-04-2025,29183532.0,2910000.0,"Inventories except shares of India Stuffyarn Ltd, Carewell Exim Ltd, Intellectual Builders Pvt Ltd and Yuvraj Exports Pvt Ltd",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743242658_7680.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-28-171400-bvl6h-72fd02608da7e2ea8caeda575e6cd02a.pdf,IBBI_Auctions
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,24-04-2025,21-04-2025,42691254.0,4260000.0,"Entire Company with all Assets are as per asset memorandum on the basis of going concern except shares of India Stuffyarn Ltd, Carewell Exim Ltd, Intellectual Builders Pvt Ltd, Yuvraj Exports Pvt Ltd and Akul Securities Pvt Ltd",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1743242718_7681.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2025-03-28-171643-ur20o-72fd02608da7e2ea8caeda575e6cd02a.pdf,IBBI_Auctions
